name,province,latitude,longitude
Castelgerundo,LO,45.201635,9.741096
Castellanza,VA,45.616667,8.900000
Castelleone,CR,45.295790,9.760910
Castelletto di B.,PV,45.071839,9.090044
Castelli Calepio,BG,45.633333,9.900000
Castello Cabiaglio,VA,45.893889,8.756944
Castello d'Agogna,PV,45.233333,8.683333
Castello dell'Acqua,SO,46.150000,10.016667
Castello di Brianza,LC,45.756402,9.348394
Castellucchio,MN,45.150000,10.650000
Castelmarte,CO,45.833333,9.233333
Castelnovetto,PV,45.250000,8.616667
Castelnuovo Bocca d'A.,LO,45.127375,9.851951
Castelnuovo Bozzente,CO,45.766667,8.950000
Castelseprio,VA,45.713720,8.861610
Castelveccana,VA,45.950000,8.666667
Castelverde,CR,45.188771,9.995570
Castelvisconti,CR,45.300000,9.933333
Castenedolo,BS,45.470400,10.296700
Castiglione d'Adda,LO,45.219722,9.695278
Castiglione delle S.,MN,45.395620,10.522398
Castiglione Olona,VA,45.753100,8.874400
Castione Andevenno,SO,46.166667,9.800000
Castione della P.,BG,45.907455,10.035059
Castiraga Vidardo,LO,45.264809,9.392875
Casto,BS,45.700000,10.316667
Castrezzato,BS,45.516667,9.983333
Castro,BG,45.802990,10.067060
Castronno,VA,45.752770,8.811001
Cava Manara,PV,45.133333,9.100000
Cavargna,CO,46.083333,9.116667
Cavaria con Premezzo,VA,45.692739,8.796078
Cavenago d'Adda,LO,45.284010,9.601442
Cavenago di Brianza,MO,45.584722,9.415833
Cavernago,BG,45.633333,9.766667
Cavriana,MN,45.350000,10.600000
Cazzago Brabbia,VA,45.800000,8.733333
Cazzago San Martino,BS,45.581667,10.025833
Cazzano Sant'Andrea,BG,45.816667,9.883333
Cecima,PV,44.850000,9.083333
Cedegolo,BS,46.077500,10.350556
Cedrasco,SO,46.150000,9.766667
Cella Dati,CR,45.100000,10.216667
Cellatica,BS,45.583333,10.183333
Cenate Sopra,BG,45.711667,9.822222
Cenate Sotto,BG,45.700000,9.816667
Cene,BG,45.779444,9.825833
Centro Valle Intelvi,CO,45.966667,9.083333
Cerano d'Intelvi,CO,45.950000,9.083333
Ceranova,PV,45.257083,9.249583
Cercino,SO,46.150000,9.500000
Ceresara,MN,45.262280,10.569580
Cerete,BG,45.867621,9.994128
Ceretto Lomellina,PV,45.250000,8.666667
Cergnago,PV,45.200000,8.766667
Ceriano Laghetto,MO,45.633333,9.083333
Cermenate,CO,45.700000,9.083333
Cernobbio,CO,45.838056,9.075833
Cernusco Lombardone,LC,45.700000,9.400000
Cernusco sul Naviglio,MI,45.516667,9.333333
Cerro al Lambro,MI,45.330029,9.338559
Cerro Maggiore,MI,45.600000,8.950000
Certosa di Pavia,PV,45.254355,9.127888
Cerveno,BS,46.003333,10.326667
Cervesina,PV,45.061944,9.016944
Cervignano d'Adda,LO,45.373871,9.424054
Cesana Brianza,LC,45.816667,9.300000
Cesano Boscone,MI,45.440430,9.086578
Cesano Maderno,MO,45.630694,9.145639
Cesate,MI,45.600000,9.083333
Ceto,BS,46.003333,10.352778
Cevo,BS,46.082222,10.369444
Chiari,BS,45.527248,9.917356
Chiavenna,SO,46.316667,9.400000
Chiesa in Valmalenco,SO,46.266667,9.850000
Chieve,CR,45.350000,9.616667
Chignolo d'Isola,BG,45.666389,9.527500
Chignolo Po,PV,45.150000,9.483333
Chiuduno,BG,45.650000,9.850000
Chiuro,SO,46.170821,9.989355
Cicognolo,CR,45.166667,10.200000
Cigognola,PV,45.039114,9.248065
Cigole,BS,45.300000,10.183333
Cilavegna,PV,45.316667,8.750000
Cimbergo,BS,46.025000,10.366667
Cingia de' Botti,CR,45.083333,10.283333
Cinisello Balsamo,MI,45.550000,9.216667
Cino,SO,46.168385,9.483505
Cirimido,CO,45.700000,9.016667
Cisano Bergamasco,BG,45.743056,9.470833
Ciserano,BG,45.583333,9.600000
Cislago,VA,45.650000,8.966667
Cisliano,MI,45.450000,8.983333
Cittiglio,VA,45.896400,8.664900
Civate,LC,45.833333,9.350000
Cividate al Piano,BG,45.550000,9.816667
Cividate Camuno,BS,45.943333,10.278333
Civo,SO,46.150000,9.566667
Claino con Osteno,CO,46.000000,9.083333
Clivio,VA,45.866667,8.933333
Clusone,BG,45.883333,9.950000
Coccaglio,BS,45.563333,9.978333
Cocquio-Trevisago,VA,45.863550,8.703035
Codevilla,PV,44.966667,9.050000
Codogno,LO,45.160000,9.705000
Cogliate,MO,45.645511,9.088034
Colere,BG,45.973333,10.080556
Colico,LC,46.133333,9.366667
Colle Brianza,LC,45.766667,9.366667
Collebeato,BS,45.583333,10.216667
Colli Verdi,PV,44.927580,9.276356
Collio,BS,45.816667,10.333333
Cologne,BS,45.584880,9.943400
Cologno al Serio,BG,45.583333,9.700000
Cologno Monzese,MI,45.528606,9.278272
Colonno,CO,45.957778,9.155556
Colorina,SO,46.150000,9.733333
Colturano,MI,45.383333,9.333333
Colverde,CO,45.810897,9.007753
Colzate,BG,45.830026,9.828113
Comabbio,VA,45.766667,8.683333
Comazzo,LO,45.441944,9.465833
Comerio,VA,45.839940,8.746810
Comezzano-Cizzago,BS,45.466667,9.950000
Commessaggio,MN,45.033333,10.550000
Comun Nuovo,BG,45.622778,9.663611
Concesio,BS,45.600000,10.216667
Concorezzo,MO,45.589675,9.335948
Confienza,PV,45.331800,8.556500
Copiano,PV,45.200000,9.316667
Corana,PV,45.066667,8.966667
Corbetta,MI,45.466667,8.916667
Cormano,MI,45.550000,9.166667
Corna Imagna,BG,45.833333,9.550000
Cornalba,BG,45.850000,9.750000
Cornale e Bastida,PV,45.043900,8.914100
Cornaredo,MI,45.488202,9.024700
Cornate d'Adda,MO,45.650000,9.466667
Cornegliano Laudense,LO,45.287222,9.488889
Corno Giovine,LO,45.134444,9.760833
Cornovecchio,LO,45.137500,9.800278
Correzzana,MO,45.666667,9.300000
Corrido,CO,46.050000,9.133333
Corsico,MI,45.433333,9.116667
Corte de' Cortesi C.,CR,45.273080,10.007056
Corte de' Frati,CR,45.216667,10.100000
Corte Franca,BS,45.633333,9.983333
Corte Palasio,LO,45.309167,9.563333
Corteno Golgi,BS,46.166944,10.244444
Cortenova,LC,46.000000,9.383333
Cortenuova,BG,45.538980,9.787860
Corteolona e Genzone,PV,45.150000,9.366667
Corvino San Quirico,PV,45.010556,9.162500
Corzano,BS,45.450000,10.016667
Cosio Valtellino,SO,46.133333,9.533333
Costa de' Nobili,PV,45.133333,9.383333
Costa di Mezzate,BG,45.666667,9.800000
Costa Masnaga,LC,45.766667,9.283333
Costa Serina,BG,45.832420,9.741937
Costa Valle Imagna,BG,45.800000,9.500000
Costa Volpino,BG,45.830556,10.099167
Covo,BG,45.500000,9.766667
Cozzo,PV,45.192659,8.611040
Crandola Valsassina,LC,46.016667,9.383333
Cre,CR,45.139133,7.008706
Credaro,BG,45.661695,9.914825
Credera Rubbiano,CR,45.303010,9.654980
Crema,CR,45.366667,9.683333
Cremella,LC,45.741826,9.305070
Cremenaga,VA,45.990278,8.804167
Cremeno,LC,45.934850,9.473729
Cremia,CO,46.087100,9.271500
Cremosano,CR,45.395000,9.638889
Crespiatica,LO,45.357500,9.576111
Crosio della Valle,VA,45.760325,8.764526
Crotta d'Adda,CR,45.166667,9.850000
Cuasso al Monte,VA,45.909057,8.867498
Cucciago,CO,45.733333,9.100000
Cuggiono,MI,45.500000,8.816667
Cugliate-Fabiasco,VA,45.947700,8.821600
Cumignano sul Naviglio,CR,45.350000,9.833333
Cunardo,VA,45.933333,8.800000
Cura Carpignano,PV,45.216667,9.250000
Curiglia con M.,VA,46.060182,8.804327
Curno,BG,45.691111,9.612500
Curtatone,MN,45.150000,10.716667
Cusago,MI,45.450000,9.033333
Cusano Milanino,MI,45.550000,9.183333
Cusino,CO,46.066667,9.150000
Cusio,BG,45.990833,9.602500
Cuveglio,VA,45.905900,8.734300
Cuvio,VA,45.900000,8.733333
Dairago,MI,45.570000,8.866389
Dalmine,BG,45.650000,9.600000
Darfo Boario Terme,BS,45.894444,10.186667
Daverio,VA,45.778403,8.771828
Dazio,SO,46.161290,9.600640
Delebio,SO,46.133333,9.466667
Dello,BS,45.419444,10.075000
Derovere,CR,45.110833,10.248889
Dervio,LC,46.076389,9.306667
Desenzano del Garda,BS,45.468889,10.535000
Desio,MO,45.616667,9.216667
Dizzasco,CO,45.943782,9.099736
Dolzago,LC,45.766667,9.333333
Domaso,CO,46.150000,9.333333
Dongo,CO,46.129990,9.281690
Dorio,LC,46.100000,9.316667
Dorno,PV,45.150000,8.950000
Dosolo,MN,44.950000,10.633333
Dossena,BG,45.883333,9.700000
Dosso del Liro,CO,46.166667,9.266667
Dovera,CR,45.366667,9.533333
Dresano,MI,45.366667,9.366667
Dubino,SO,46.150000,9.450000
Dumenza,VA,46.016667,8.783333
Duno,VA,45.914100,8.737300
Edolo,BS,46.178889,10.330000
Ello,LC,45.783333,9.366667
Endine Gaiano,BG,45.783333,9.966667
Entratico,BG,45.702681,9.878066
Erba,CO,45.816667,9.216667
Erbusco,BS,45.600000,9.966667
Erve,LC,45.816667,9.450000
Esine,BS,45.926389,10.251667
Esino Lario,LC,45.993889,9.333056
Eupilio,CO,45.816667,9.266667
Faedo Valtellino,SO,46.150000,9.900000
Faggeto Lario,CO,45.858079,9.170904
Fagnano Olona,VA,45.666667,8.866667
Faloppio,CO,45.816667,8.966667
Fara Gera d'Adda,BG,45.550000,9.533333
Fara Olivana con Sola,BG,45.494844,9.749061
Fenegrò,CO,45.700000,9.000000
Ferno,VA,45.620278,8.763611
Ferrera di Varese,VA,45.933333,8.783333
Ferrera Erbognone,PV,45.116667,8.866667
Fiesco,CR,45.333333,9.783333
Fiesse,BS,45.232400,10.325200
Figino Serenza,CO,45.716667,9.133333
Filago,BG,45.633333,9.550000
Filighera,PV,45.183333,9.316667
Fino del Monte,BG,45.890368,9.992619
Fino Mornasco,CO,45.742126,9.055518
Fiorano al Serio,BG,45.801944,9.843056
Flero,BS,45.483500,10.174500
Fombio,LO,45.141389,9.688889
Fontanella,BG,45.466667,9.800000
Fonteno,BG,45.752349,10.000026
Foppolo,BG,46.042778,9.758611
Forcola,SO,46.150000,9.666667
Foresto Sparso,BG,45.700000,9.900000
Formigara,CR,45.233333,9.766667
Fornovo San Giovanni,BG,45.496800,9.677300
Fortunago,PV,44.916667,9.183333
Frascarolo,PV,45.046656,8.682044
Fuipiano Valle Imagna,BG,45.850000,9.533333
Fusine,SO,46.149041,9.749097
Gabbioneta-Binanuova,CR,45.216667,10.216667
Gadesco-Pieve Delmona,CR,45.150000,10.100000
Gaggiano,MI,45.404840,9.034880
Galbiate,LC,45.800000,9.383333
Galgagnano,LO,45.358889,9.446389
Gallarate,VA,45.664900,8.791400
Galliate Lombardo,VA,45.783333,8.766667
Galliavola,PV,45.100000,8.816667
Gambara,BS,45.256200,10.294500
Gambarana,PV,45.033333,8.766667
Gambolò,PV,45.258611,8.864722
Gandellino,BG,45.990000,9.946389
Gandino,BG,45.811667,9.903056
Gandosso,BG,45.661427,9.896349
Garbagnate Milanese,MI,45.577130,9.081400
Garbagnate Monastero,LC,45.766667,9.300000
Gardone Riviera,BS,45.616667,10.566667
Gardone Val Trompia,BS,45.683333,10.183333
Gargnano,BS,45.683333,10.666667
Garlasco,PV,45.200000,8.916667
Garlate,LC,45.800000,9.400000
Garzeno,CO,46.133333,9.250000
Gavardo,BS,45.587500,10.438889
Gaverina Terme,BG,45.766667,9.883333
Gavirate,VA,45.850000,8.716667
Gazoldo degli Ippoliti,MN,45.200000,10.583333
Gazzada Schianno,VA,45.781036,8.832177
Gazzaniga,BG,45.800000,9.833333
Gazzuolo,MN,45.066667,10.583333
Gemonio,VA,45.883333,8.683333
Genivolta,CR,45.333333,9.883333
Gera Lario,CO,46.166667,9.366667
Gerenzago,PV,45.200000,9.366667
Gerenzano,VA,45.640556,9.001944
Germignaga,VA,45.993280,8.725790
Gerola Alta,SO,46.046969,9.551604
Gerre de' Caprioli,CR,45.083333,10.050000
Gessate,MI,45.550000,9.433333
Ghedi,BS,45.402000,10.280300
Ghisalba,BG,45.600000,9.750000
Gianico,BS,45.866389,10.175833
Giussago,PV,45.284766,9.140749
Giussano,MO,45.700000,9.216667
Godiasco Salice Terme,PV,44.900000,9.050000
Goito,MN,45.250000,10.666667
Golasecca,VA,45.700000,8.650000
