name,province,latitude,longitude
Mirabella Imbaccari,CT,37.333333,14.450000
Misiliscemi,TP,37.885151,12.635307
Misterbianco,CT,37.518333,15.006944
Modica,RG,36.867222,14.761389
Montallegro,AG,37.393889,13.351667
Montedoro,CL,37.454310,13.816840
Monterosso Almo,RG,37.073971,14.732830
Montevago,AG,37.703333,12.986667
Motta Sant'Anastasia,CT,37.500000,14.966667
Mussomeli,CL,37.579444,13.752500
Naro,AG,37.292480,13.793370
Nicolosi,CT,37.617222,15.024167
Niscemi,CL,37.150000,14.383333
Noto,SR,36.883333,15.083333
Paceco,TP,37.978757,12.560280
Pachino,SR,36.716667,15.100000
Palagonia,CT,37.333333,14.750000
Palazzolo Acreide,SR,37.061667,14.902778
Palma di Montechiaro,AG,37.193611,13.765833
Pantelleria,TP,36.787500,11.992500
Partanna,TP,37.728889,12.889444
Paternò,CT,37.566750,14.902540
Pedara,CT,37.618333,15.060833
Petrosino,TP,37.712710,12.499640
Piedimonte Etneo,CT,37.806667,15.179167
Poggioreale,TP,37.765000,13.036667
Porto Empedocle,AG,37.294444,13.527222
Portopalo di Capo P.,SR,36.690863,15.134163
Pozzallo,RG,36.730280,14.846720
Priolo Gargallo,SR,37.166667,15.183333
Racalmuto,AG,37.408333,13.734722
Raddusa,CT,37.466667,14.533333
Raffadali,AG,37.404722,13.533889
Ragalna,CT,37.633333,14.933333
Ragusa,RG,36.925000,14.730556
Ramacca,CT,37.383333,14.700000
Randazzo,CT,37.877360,14.950120
Ravanusa,AG,37.267778,13.969722
Realmonte,AG,37.310278,13.462778
Resuttano,CL,37.683333,14.033333
Ribera,AG,37.499444,13.265000
Riesi,CL,37.283333,14.083333
Riposto,CT,37.731831,15.205761
Rosolini,SR,36.816667,14.950000
Salaparuta,TP,37.756127,13.010483
Salemi,TP,37.816667,12.800000
Sambuca di Sicilia,AG,37.647778,13.111111
San Biagio Platani,AG,37.510000,13.526389
San Cataldo,CL,37.483333,13.983333
San Cono,CT,37.289920,14.367090
San Giovanni Gemini,AG,37.629167,13.641667
San Giovanni la Punta,CT,37.578889,15.095556
San Gregorio di Catania,CT,37.565090,15.111630
San Michele di Ganzaria,CT,37.283333,14.433333
San Pietro Clarenza,CT,37.569110,15.023200
San Vito Lo Capo,TP,38.166667,12.750000
Sant'Agata li Battiati,CT,37.558333,15.080556
Sant'Alfio,CT,37.750000,15.133333
Sant'Angelo Muxaro,AG,37.480833,13.546389
Santa Caterina V.,CL,37.591147,14.036265
Santa Croce Camerina,RG,36.827222,14.523889
Santa Elisabetta,AG,37.435833,13.557778
Santa Margherita di B.,AG,37.692056,13.020194
Santa Maria di Licodia,CT,37.616667,14.888889
Santa Ninfa,TP,37.766667,12.883333
Santa Venerina,CT,37.683333,15.133333
Santo Stefano Quisquina,AG,37.624167,13.491389
Sciacca,AG,37.509167,13.088889
Scicli,RG,36.791378,14.702486
Scordia,CT,37.300000,14.850000
Serradifalco,CL,37.453840,13.880460
Siculiana,AG,37.335556,13.422500
Siracusa,SR,37.069167,15.287500
Solarino,SR,37.100000,15.116667
Sommatino,CL,37.336944,13.997500
Sortino,SR,37.166667,15.033333
Sutera,CL,37.524400,13.735278
Trapani,TP,38.017500,12.515000
Trecastagni,CT,37.616111,15.078889
Tremestieri Etneo,CT,37.575700,15.073200
Valderice,TP,38.050000,12.616667
Vallelunga Pratameno,CL,37.683333,13.816667
Valverde,CT,37.578975,15.124800
Viagrande,CT,37.609444,15.096389
Villafranca Sicula,AG,37.589167,13.290000
Villalba,CL,37.650000,13.833333
Vita,TP,37.866667,12.816667
Vittoria,RG,36.950000,14.533333
Vizzini,CT,37.166667,14.750000
Zafferana Etnea,CT,37.683333,15.100000
