name,province,latitude,longitude
Pesa,PU,43.724842,12.637574
Petriano,PU,43.780589,12.733550
Petriolo,MC,43.221410,13.461730
Petritoli,FM,43.067100,13.656050
Piandimeleto,PU,43.724200,12.412783
Pietrarubbia,PU,43.804339,12.377100
Pieve Torina,MC,43.044444,13.050278
Piobbico,PU,43.587969,12.509800
Pioraco,MC,43.178936,12.984931
Poggio San Marcello,AN,43.511581,13.077200
Poggio San Vicino,MC,43.374619,13.079100
Pollenza,MC,43.267775,13.348139
Polverigi,AN,43.525344,13.394089
Ponzano di Fermo,FM,43.101561,13.658200
Porto Recanati,MC,43.429864,13.664889
Porto San Giorgio,FM,43.184850,13.795489
Porto Sant'Elpidio,FM,43.258639,13.758531
Potenza Picena,MC,43.366250,13.620339
Rapagnano,FM,43.161111,13.592911
Recanati,MC,43.398550,13.552531
Ripatransone,AP,43.000217,13.762492
Ripe San Ginesio,MC,43.142731,13.367150
Roccafluvione,AP,42.847798,13.483360
Rosora,AN,43.482858,13.069300
Rotella,AP,42.954569,13.560950
San Benedetto del T.,AP,42.900182,13.879863
San Costanzo,PU,43.767200,13.073060
San Ginesio,MC,43.107844,13.316667
San Lorenzo in Campo,PU,43.604931,12.946200
San Marcello,AN,43.576831,13.206200
San Paolo di Jesi,AN,43.456250,13.174361
San Severino Marche,MC,43.228856,13.177103
Sant'Angelo in Pontano,MC,43.099281,13.395319
Sant'Angelo in Vado,PU,43.664719,12.413000
Sant'Elpidio a Mare,FM,43.229489,13.686125
Sant'Ippolito,PU,43.684778,12.870969
Santa Maria Nuova,AN,43.495961,13.310717
Santa Vittoria in M.,FM,43.030631,13.477014
Sarnano,MC,43.035614,13.300731
Sassocorvaro Auditore,PU,43.780132,12.497046
Sassoferrato,AN,43.427469,12.856519
Sefro,MC,43.146400,12.949231
Senigallia,AN,43.713056,13.218333
Serra de' Conti,AN,43.542183,13.037725
Serra San Quirico,AN,43.447650,13.015211
Serra Sant'Abbondio,PU,43.490819,12.770619
Serrapetrona,MC,43.176600,13.190550
Serravalle di Chienti,MC,43.072181,12.951861
Servigliano,FM,43.080869,13.492028
Sirolo,AN,43.526019,13.616019
Smerillo,FM,43.004361,13.445619
Spinetoli,AP,42.888658,13.773069
Staffolo,AN,43.432900,13.186039
Tavoleto,PU,43.845869,12.592500
Tavullia,PU,43.898000,12.753194
Terre Roveresche,PU,43.700587,12.957708
Tolentino,MC,43.208611,13.284100
Torre San Patrizio,FM,43.183969,13.611000
Trecastelli,AN,43.671900,13.106300
Treia,MC,43.311369,13.313053
Urbania,PU,43.667773,12.522088
Urbi,PU,43.726802,12.630256
Urbisaglia,MC,43.197261,13.377339
Ussita,MC,42.944131,13.142950
Valfornace,MC,43.062169,13.084419
Vallefoglia,PU,43.827800,12.801700
Venarotta,AP,42.881919,13.494361
Visso,MC,42.930881,13.088450
