name,province,latitude,longitude
Acquaviva Collecroce,CB,41.866667,14.750000
Acquaviva d'Isernia,IS,41.666667,14.150000
Agnone,IS,41.810400,14.378500
Bagnoli del Trigno,IS,41.700000,14.450000
Baranello,CB,41.533333,14.550000
Belmonte del Sannio,IS,41.842445,14.414131
Bojano,CB,41.483333,14.466667
Bonefro,CB,41.704167,14.935833
Busso,CB,41.550000,14.550000
Campobasso,CB,41.717300,14.826200
Campochiaro,CB,41.450000,14.516667
Campodipietra,CB,41.550000,14.750000
Campolieto,CB,41.633333,14.766667
Campomarino,CB,41.956667,15.034444
Cantalupo nel Sannio,IS,41.516667,14.400000
Capracotta,IS,41.833333,14.266667
Carovilli,IS,41.716667,14.300000
Carpinone,IS,41.600000,14.316667
Casacalenda,CB,41.741389,14.848889
Casalciprano,CB,41.583333,14.533333
Castel del Giudice,IS,41.850000,14.233333
Castel San Vincenzo,IS,41.650000,14.066667
Castelbottaccio,CB,41.750000,14.700000
Castellino del Biferno,CB,41.700000,14.733333
Castelmauro,CB,41.833333,14.716667
Castelpetroso,IS,41.566667,14.350000
Castelpizzuto,IS,41.516667,14.300000
Castelverrino,IS,41.766667,14.400000
Castropignano,CB,41.616667,14.566667
Cercemaggiore,CB,41.466667,14.716667
Cercepiccola,CB,41.466667,14.666667
Cerro al Volturno,IS,41.650000,14.133333
Chiauci,IS,41.683333,14.383333
Civitacampomarano,CB,41.783333,14.683333
Civitanova del Sannio,IS,41.666667,14.400000
Colle d'Anchise,CB,41.516667,14.516667
Colletorto,CB,41.663889,14.974167
Colli a Volturno,IS,41.600000,14.100000
Conca Casale,IS,41.496389,14.005556
Duronia,CB,41.666667,14.466667
Ferrazzano,CB,41.533333,14.666667
Filignano,IS,41.550000,14.050000
Forlì del Sannio,IS,41.700000,14.183333
Fornelli,IS,41.606780,14.140410
Fossalto,CB,41.666667,14.550000
Frosolone,IS,41.600000,14.450000
Gambatesa,CB,41.500000,14.916667
Gildone,CB,41.516667,14.733333
Guardialfiera,CB,41.803611,14.793333
Guardiaregia,CB,41.433333,14.550000
Guglionesi,CB,41.916667,14.916667
Isernia,IS,41.649500,14.208100
Jelsi,CB,41.516667,14.800000
Larino,CB,41.800000,14.916667
Limosano,CB,41.683333,14.616667
Longano,IS,41.516667,14.250000
Lucito,CB,41.733333,14.683333
Lupara,CB,41.766667,14.733333
Macchia d'Isernia,IS,41.566667,14.166667
Macchia Valfortore,CB,41.600000,14.916667
Macchiagodena,IS,41.566667,14.400000
Mafalda,CB,41.950000,14.716667
Matrice,CB,41.616667,14.716667
Mirabello Sannitico,CB,41.516667,14.666667
Miranda,IS,41.650000,14.250000
Molise,CB,41.633333,14.500000
Monacilioni,CB,41.616667,14.816667
Montagano,CB,41.646935,14.673059
Montaquila,IS,41.566667,14.116667
Montecilfone,CB,41.900000,14.833333
Montefalcone nel Sannio,CB,41.866667,14.633333
Montelongo,CB,41.737050,14.950340
Montemitro,CB,41.883333,14.650000
Montenero di Bisaccia,CB,41.950000,14.783333
Montenero Val Cocchiara,IS,41.716667,14.066667
Monteroduni,IS,41.516667,14.166667
Montorio nei Frentani,CB,41.759444,14.932778
Morrone del Sannio,CB,41.711389,14.779444
Oratino,CB,41.583333,14.583333
Palata,CB,41.887900,14.787780
Pesche,IS,41.605520,14.276200
Pescolanciano,IS,41.683333,14.333333
Pescopennataro,IS,41.877917,14.294195
Petacciato,CB,42.016667,14.866667
Petrella Tifernina,CB,41.683333,14.700000
Pettoranello del Molise,IS,41.566667,14.283333
Pietrabbondante,IS,41.750000,14.383333
Pietracatella,CB,41.583333,14.866667
Pietracupa,CB,41.683333,14.516667
Pizzone,IS,41.666667,14.033333
Poggio Sannita,IS,41.777778,14.412778
Portocannone,CB,41.916667,15.016667
Pozzilli,IS,41.516667,14.066667
Provvidenti,CB,41.716667,14.816667
Riccia,CB,41.483333,14.833333
Rionero Sannitico,IS,41.716667,14.133333
Ripabottoni,CB,41.683333,14.816667
Ripalimosani,CB,41.616667,14.666667
Roccamandolfi,IS,41.500000,14.350000
Roccasicura,IS,41.700000,14.233333
Roccavivara,CB,41.833333,14.600000
Rocchetta a Volturno,IS,41.616667,14.083333
Rotello,CB,41.747500,15.004167
Salcito,CB,41.750000,14.516667
San Biase,CB,41.715260,14.590490
San Felice del Molise,CB,41.883333,14.700000
San Giacomo degli S.,CB,41.957351,14.945761
San Giovanni in Galdo,CB,41.583333,14.750000
San Giuliano del Sannio,CB,41.450000,14.633333
San Giuliano di Puglia,CB,41.683333,14.966667
San Martino in Pensilis,CB,41.866667,15.016667
San Massimo,CB,41.483333,14.416667
San Pietro Avellana,IS,41.791944,14.181389
San Polo Matese,CB,41.466667,14.500000
