name,province,latitude,longitude
Guardia Piemontese,CS,39.466667,16.000000
Isca sullo Ionio,CZ,38.600000,16.516667
Isola di Capo Rizzuto,KR,38.966667,17.100000
Jacurso,CZ,38.850000,16.383333
Jonadi,VV,38.633333,16.050000
Joppolo,VV,38.583333,15.900000
Laganadi,RC,38.187520,15.755660
Lago,CS,39.166667,16.150000
Laino Borgo,CS,39.950000,15.966667
Laino Castello,CS,39.936111,15.977778
Lamezia Terme,CZ,38.966667,16.300000
Lappano,CS,39.319800,16.312000
Lattarico,CS,39.466667,16.133333
Laureana di Borrello,RC,38.491944,16.081111
Limbadi,VV,38.566667,15.966667
Locri,RC,38.233333,16.266667
Longobardi,CS,39.200000,16.083333
Longobucco,CS,39.450000,16.616667
Lungro,CS,39.750000,16.116667
Luzzi,CS,39.450000,16.283333
Magisano,CZ,39.016667,16.633333
Maida,CZ,38.850000,16.366667
Maierà,CS,39.716667,15.850000
Maierato,VV,38.730010,16.215923
Malito,CS,39.150000,16.250000
Malvito,CS,39.600000,16.050000
Mammola,RC,38.366667,16.233333
Mandatoriccio,CS,39.466667,16.833333
Mangone,CS,39.200000,16.333333
Marano Marchesato,CS,39.312620,16.162457
Marano Principato,CS,39.300000,16.183333
Marcedusa,CZ,39.033333,16.833333
Marcellinara,CZ,38.933333,16.500000
Marina di Gioiosa I.,RC,38.342685,16.272674
Maropati,RC,38.449304,16.098190
Martirano,CZ,39.083333,16.250000
Martirano Lombardo,CZ,39.075556,16.231111
Martone,RC,38.350000,16.283333
Marzi,CS,39.170630,16.307050
Melicuccà,RC,38.303110,15.881530
Melicucco,RC,38.433333,16.050000
Melissa,KR,39.300000,17.016667
Melito di Porto Salvo,RC,37.916667,15.783333
Mendicino,CS,39.262820,16.194520
Mesoraca,KR,39.083333,16.783333
Miglierina,CZ,38.963398,16.460891
Mileto,VV,38.607800,16.067510
Molochio,RC,38.316667,16.033333
Monasterace,RC,38.453611,16.553056
Mongiana,VV,38.513889,16.320278
Mongrassano,CS,39.533333,16.116667
Montalto Uffugo,CS,39.400000,16.150000
Montauro,CZ,38.750000,16.516667
Montebello Jonico,RC,37.983333,15.766667
Montegiordano,CS,40.050000,16.533333
Montepaone,CZ,38.716667,16.500000
Monterosso Calabro,VV,38.716667,16.283333
Morano Calabro,CS,39.850000,16.133333
Mormanno,CS,39.883333,15.983333
Motta San Giovanni,RC,38.000000,15.700000
Motta Santa Lucia,CZ,39.078477,16.300282
Mottafollone,CS,39.650000,16.066667
Nardodipace,VV,38.464768,16.340840
Nicotera,VV,38.550000,15.933333
Nocara,CS,40.100000,16.483333
Nocera Terinese,CZ,39.033333,16.150000
Olivadi,CZ,38.733333,16.416667
Oppido Mamertina,RC,38.300000,15.983333
Oriolo,CS,40.053809,16.446088
Orsomarso,CS,39.800000,15.916667
Palermiti,CZ,38.750000,16.450000
Palizzi,RC,37.966667,15.983333
Pallagorio,KR,39.300000,16.900000
Palmi,RC,38.366667,15.850000
Paludi,CS,39.529430,16.679630
Panettieri,CS,39.079884,16.459667
Paola,CS,39.366667,16.033333
Papasidero,CS,39.866667,15.900000
Parenti,CS,39.166667,16.416667
Parghelia,VV,38.683333,15.916667
Paterno Calabro,CS,39.233333,16.266667
Pazzano,RC,38.476389,16.451667
Pedivigliano,CS,39.110592,16.321124
Pentone,CZ,38.983333,16.583333
Petilia Policastro,KR,39.116667,16.783333
Petrizzi,CZ,38.700000,16.466667
Petronà,CZ,39.072019,16.739248
Piane Crati,CS,39.235791,16.321067
Pianopoli,CZ,38.950000,16.383333
Pietrafitta,CS,39.261030,16.339400
Pietrapaola,CS,39.483333,16.816667
Pizzo,VV,38.733333,16.166667
Pizzoni,VV,38.622860,16.248760
Placanica,RC,38.416667,16.450000
Plataci,CS,39.900000,16.433333
Platania,CZ,39.000000,16.316667
Platì,RC,38.216667,16.050000
Polia,VV,38.750000,16.316667
Polistena,RC,38.400000,16.066667
Portigliola,RC,38.233333,16.200000
Praia a Mare,CS,39.897963,15.808416
Reggio Calabria,RC,38.103500,15.639800
Rende,CS,39.333333,16.183333
Riace,RC,38.418056,16.481111
Ricadi,VV,38.626111,15.865556
Rizziconi,RC,38.412222,15.958889
Rocca di Neto,KR,39.188333,17.004167
Rocca Imperiale,CS,40.106408,16.594899
Roccabernarda,KR,39.133333,16.866667
Roccaforte del Greco,RC,38.050000,15.900000
Roccella Ionica,RC,38.316667,16.400000
Roggiano Gravina,CS,39.616667,16.150000
Roghudi,RC,38.048889,15.915833
Rogliano,CS,39.183333,16.316667
Rombiolo,VV,38.591944,16.001667
Rosarno,RC,38.485000,15.979722
Rose,CS,39.400000,16.283333
Roseto Capo Spulico,CS,39.983333,16.600000
Rota Greca,CS,39.466667,16.116667
Rovito,CS,39.316667,16.316667
Samo,RC,38.066667,16.066667
San Basile,CS,39.809600,16.163280
San Benedetto Ullano,CS,39.433333,16.116667
San Calogero,VV,38.566667,16.016667
San Cosmo Albanese,CS,39.583333,16.416667
San Costantino Calabro,VV,38.626130,16.086716
San Demetrio Corone,CS,39.566667,16.366667
San Donato di Ninea,CS,39.716667,16.033333
San Ferdinando,RC,38.486667,15.919722
San Fili,CS,39.338049,16.143207
San Floro,CZ,38.849524,16.516801
San Giorgio Albanese,CS,39.604324,16.463329
San Giorgio Morgeto,RC,38.383333,16.100000
San Giovanni di Gerace,RC,38.366667,16.283333
San Giovanni in Fiore,CS,39.264167,16.700278
San Gregorio d'Ippona,VV,38.650000,16.100000
San Lorenzo,RC,38.016667,15.833333
San Lorenzo Bellizzi,CS,39.883333,16.333333
San Lorenzo del Vallo,CS,39.666667,16.300000
San Luca,RC,38.150000,16.066667
San Lucido,CS,39.316667,16.050000
San Mango d'Aquino,CZ,39.059541,16.182334
San Marco Argentano,CS,39.550000,16.116667
San Martino di Finita,CS,39.483333,16.100000
San Mauro Marchesato,KR,39.100000,16.916667
San Nicola Arcella,CS,39.850000,15.800000
San Nicola da Crissa,VV,38.666667,16.283333
San Nicola dell'Alto,KR,39.281935,16.978074
San Pietro a Maida,CZ,38.850000,16.350000
San Pietro Apostolo,CZ,39.000000,16.466667
San Pietro di Caridà,RC,38.524700,16.136100
San Pietro in Amantea,CS,39.133333,16.116667
San Pietro in Guarano,CS,39.362427,16.336353
San Procopio,RC,38.283333,15.900000
San Roberto,RC,38.205705,15.781005
San Sostene,CZ,38.633333,16.483333
San Sosti,CS,39.666667,16.033333
San Vincenzo La Costa,CS,39.366667,16.150000
San Vito sullo Ionio,CZ,38.718236,16.390234
Sangineto,CS,39.604167,15.914167
Sant'Agata del Bianco,RC,38.077262,16.046600
Sant'Agata di Esaro,CS,39.616667,15.983333
Sant'Alessio in A.,RC,38.167215,15.746859
Sant'Andrea A,CZ,38.622582,16.528307
Sant'Eufemia d'Aspromonte,RC,38.263500,15.854800
Sant'Ilario dello Ionio,RC,38.216667,16.200000
Sant'Onofrio,VV,38.700000,16.150000
Santa Caterina Albanese,CS,39.583333,16.066667
Santa Caterina d.Ionio,CZ,38.534916,16.522164
Santa Cristina d'Aspromonte,RC,38.255400,15.970500
Santa Domenica Talao,CS,39.816667,15.850000
Santa Maria del Cedro,CS,39.750000,15.833333
Santa Severina,KR,39.150000,16.916667
Santa Sofia d'Epiro,CS,39.550000,16.333333
Santo Stefano di R.,CS,39.915842,15.776689
Santo Stefano in A.,RC,43.680212,11.334910
Saracena,CS,39.766667,16.150000
Satriano,CZ,38.666667,16.466667
Savelli,KR,39.316667,16.783333
Scala Coeli,CS,39.450000,16.883333
Scalea,CS,39.804859,15.796860
Scandale,KR,39.116667,16.966667
Scido,RC,38.250000,15.933333
Scigliano,CS,39.128688,16.308213
Scilla,RC,38.250670,15.718990
Sellia,CZ,38.983333,16.633333
Sellia Marina,CZ,38.916667,16.750000
Seminara,RC,38.333333,15.866667
Serra d'Aiello,CS,39.083333,16.133333
Serra San Bruno,VV,38.583333,16.333333
Serrastretta,CZ,38.970903,16.401728
Serrata,RC,38.512500,16.100000
Sersale,CZ,39.016667,16.733333
Settingiano,CZ,38.916667,16.516667
Siderno,RC,38.266667,16.300000
Simbario,VV,38.616667,16.333333
Simeri Crichi,CZ,38.950000,16.650000
Sinopoli,RC,38.265833,15.878889
Sorbo San Basile,CZ,39.016667,16.566667
Sorianello,VV,38.600000,16.233333
Soriano Calabro,VV,38.617933,16.207087
Soverato,CZ,38.683333,16.550000
Soveria Mannelli,CZ,39.083333,16.366667
Soveria Simeri,CZ,38.950000,16.683333
Spadola,VV,38.600000,16.333333
Spezzano Albanese,CS,39.666667,16.316667
Spezzano della Sila,CS,39.300000,16.350000
Spilinga,VV,38.616667,15.900000
Squillace,CZ,38.783333,16.516667
Staiti,RC,38.000000,16.033333
Stalettì,CZ,38.764280,16.539320
Stefanaconi,VV,38.663591,16.152681
Stignano,RC,38.416900,16.470800
Stilo,RC,38.483333,16.466667
Strongoli,KR,39.266667,17.066667
Tarsia,CS,39.616667,16.266667
Taurianova,RC,38.350000,16.016667
Taverna,CZ,39.016667,16.583333
Terranova da Sibari,CS,39.650000,16.333333
Terranova Sappo Minulio,RC,38.316667,16.000000
Terravecchia,CS,39.465940,16.946230
Tiriolo,CZ,38.950000,16.500000
Torano Castello,CS,39.500000,16.150000
Torre di Ruggiero,CZ,38.633333,16.366667
Tortora,CS,39.941303,15.805176
Trebisacce,CS,39.866667,16.533333
Tropea,VV,38.675380,15.894790
Umbriatico,KR,39.353239,16.918000
Vaccarizzo Albanese,CS,39.583333,16.433333
Vallefiorita,CZ,38.783333,16.466667
Vallelonga,VV,38.650000,16.283333
Varapodio,RC,38.316667,15.983333
Vazzano,VV,38.633333,16.250000
Verbicaro,CS,39.750000,15.916667
Verzino,KR,39.316667,16.866667
Vibo Valentia,VV,38.626700,16.098700
Villa San Giovanni,RC,38.216667,15.633333
Villapiana,CS,39.850000,16.450000
Zaccanopoli,VV,38.660553,15.944781
Zagarise,CZ,39.000000,16.666667
Zambrone,VV,38.700000,15.983333
Zumpano,CS,39.319283,16.279152
Zungri,VV,38.650000,15.983333
