name,province,latitude,longitude
Fiorenzuola d'Arda,PC,44.933333,9.900000
Fiscaglia,FE,44.794133,12.029515
Fiumalbo,MO,44.179951,10.647733
Fontanelice,BO,44.266667,11.566667
Fontanellato,PR,44.882417,10.173056
Fontevivo,PR,44.856472,10.176222
FORLì,FC,44.222778,12.041389
Forlimpopoli,FC,44.183333,12.133333
Formigine,MO,44.573889,10.847778
Fornovo di Taro,PR,44.683333,10.100000
Frassinoro,MO,44.296389,10.571111
Fusignano,RA,44.466667,11.950000
Gaggio Montano,BO,44.200000,10.933333
Galeata,FC,44.000000,11.916667
Galliera,BO,44.750000,11.400000
Gambettola,FC,44.116667,12.333333
Gattatico,RE,44.800000,10.466667
Gatteo,FC,44.137100,12.404267
Gazzola,PC,44.960062,9.548964
Gemmano,RN,43.900000,12.583333
Goro,FE,44.851800,12.295900
Gossolengo,PC,45.000000,9.616667
Gragnano Trebbiense,PC,45.016667,9.566667
Granarolo dell'Emilia,BO,44.554167,11.443889
Grizzana Morandi,BO,44.250000,11.150000
Gropparello,PC,44.833333,9.733333
Gualtieri,RE,44.900000,10.633333
Guastalla,RE,44.921389,10.654167
Guiglia,MO,44.425000,10.963056
Imola,BO,44.353056,11.714722
Jolanda di Savoia,FE,44.883333,11.983333
Lagosanto,FE,44.766667,12.133333
Lama Mocogno,MO,44.307263,10.731777
Langhirano,PR,44.614528,10.266167
Lesignano de' Bagni,PR,44.643000,10.299444
Lizzano in Belvedere,BO,44.166667,10.900000
Loiano,BO,44.266667,11.316667
Longiano,FC,44.083333,12.333333
Lugagnano Val d'Arda,PC,44.816667,9.816667
Lugo,RA,44.416667,11.916667
Luzzara,RE,44.966667,10.683333
Maiolo,RN,43.874039,12.309389
Malalbergo,BO,44.719444,11.533056
Maranello,MO,44.526389,10.866667
Marano sul Panaro,MO,44.457222,10.971944
Marzabotto,BO,44.333333,11.200000
Masi Torello,FE,44.794580,11.801820
Massa Lombarda,RA,44.450000,11.816667
Medesano,PR,44.756778,10.140306
Medicina,BO,44.483333,11.633333
Medolla,MO,44.848840,11.071360
Meldola,FC,44.133333,12.066667
Mercato Saraceno,FC,43.950000,12.200000
Mesola,FE,44.920556,12.230000
Minerbio,BO,44.617500,11.471667
Mirandola,MO,44.887270,11.066030
Misano Adriatico,RN,43.966667,12.700000
Mode,MO,44.648044,10.923183
Modigliana,FC,44.166667,11.800000
Molinella,BO,44.616667,11.666667
Monchio delle Corti,PR,44.412361,10.123333
Mondaino,RN,43.855900,12.671481
Monghidoro,BO,44.216667,11.316667
Monte San Pietro,BO,44.428396,11.151078
Montecchio Emilia,RE,44.698611,10.448611
Montechiarugolo,PR,44.693389,10.422417
Montecopiolo,RN,43.841211,12.359700
Montecreto,MO,44.250000,10.716667
Montefiore Conca,RN,43.883333,12.616667
Montefiorino,MO,44.350000,10.616667
Montegridolfo,RN,43.858918,12.689088
Monterenzio,BO,44.296276,11.427457
Montescudo-Monte C.,RN,43.924680,12.526632
Montese,MO,44.269444,10.945833
Montiano,FC,44.083333,12.300000
Monticelli d'Ongina,PC,45.089511,9.933165
Monzuno,BO,44.283333,11.266667
Morciano di Romagna,RN,43.916667,12.650000
Mordano,BO,44.400000,11.816667
Morfasso,PC,44.716667,9.700000
Neviano degli Arduini,PR,44.583472,10.317472
Noceto,PR,44.809750,10.177278
Nonantola,MO,44.677671,11.043007
Novafeltria,RN,43.895369,12.290419
Novellara,RE,44.850000,10.733333
Novi di Modena,MO,44.893360,10.901010
Ostellato,FE,44.728447,11.970556
Ottone,PC,44.616667,9.333333
Ozzano dell'Emilia,BO,44.450000,11.483333
Palagano,MO,44.321667,10.646944
Palanzano,PR,44.435944,10.193056
Parma,PR,44.801472,10.328000
Pavullo nel Frignano,MO,44.332701,10.833118
Pellegrino Parmense,PR,44.733333,9.927028
Pennabilli,RN,43.819000,12.266600
Piacenza,PC,45.050000,9.700000
Pianello Val Tidone,PC,44.930353,9.408990
Pianoro,BO,44.383333,11.333333
Pieve di Cento,BO,44.713056,11.308333
Pievepelago,MO,44.212563,10.617390
Piozzano,PC,44.925278,9.494167
Podenzano,PC,44.950000,9.683333
Poggio Renatico,FE,44.765000,11.483333
Poggio Torriana,RN,43.999848,12.392660
Polesine Zibello,PR,45.016667,10.083333
Polinago,MO,44.350000,10.716667
Ponte dell'Olio,PC,44.867350,9.642260
Pontenure,PC,45.000000,9.783333
Portico e San Benedetto,FC,44.033333,11.783333
Portomaggiore,FE,44.700000,11.800000
Poviglio,RE,44.833333,10.550000
Predappio,FC,44.104167,11.985000
Premilcuore,FC,43.982778,11.784600
Prignano sulla Secchia,MO,44.436944,10.690833
Quattro Castella,RE,44.633333,10.466667
Ravarino,MO,44.716667,11.100000
Ravenna,RA,44.364100,12.059000
Reggio Emilia,RE,44.700000,10.633333
Reggiolo,RE,44.916667,10.816667
Riccione,RN,44.000000,12.650000
Rimini,RN,44.059444,12.568333
Rio Saliceto,RE,44.816667,10.800000
Riolo Terme,RA,44.283333,11.733333
Riolunato,MO,44.233333,10.650000
Riva del Po,FE,44.963826,11.909866
Rivergaro,PC,44.900000,9.600000
Rocca San Casciano,FC,44.066667,11.850000
Roccabianca,PR,45.008634,10.219839
Rolo,RE,44.883333,10.850000
Roncofreddo,FC,44.042300,12.318700
Rottofreno,PC,45.057931,9.548950
Rubiera,RE,44.650000,10.783333
Russi,RA,44.376450,12.033350
Sala Baganza,PR,44.713139,10.227528
Sala Bolognese,BO,44.630278,11.276111
Salsomaggiore Terme,PR,44.815639,9.978306
Saludecio,RN,43.872778,12.668611
San Benedetto Val di S.,BO,46.690315,10.539535
San Cesario sul Panaro,MO,44.561389,11.033889
San Clemente,RN,43.933889,12.626944
San Felice sul Panaro,MO,44.839338,11.141312
San Giorgio di Piano,BO,44.650000,11.383333
San Giorgio Piacentino,PC,44.950000,9.733333
San Giovanni in M.,RN,43.938668,12.712494
San Giovanni in P.,BO,44.490531,11.348737
San Lazzaro di Savena,BO,44.471567,11.404859
San Leo,RN,43.896356,12.343331
San Martino in Rio,RE,44.733333,10.783333
San Mauro Pascoli,FC,44.100000,12.416667
San Pietro in Casale,BO,44.700000,11.400000
San Pietro in Cerro,PC,45.016667,9.950000
San Polo d'Enza,RE,44.633333,10.433333
San Possidonio,MO,44.891667,10.996389
San Prospero,MO,44.787930,11.022750
San Secondo Parmense,PR,44.916667,10.233333
Sant'Agata Bolognese,BO,44.666667,11.133333
Sant'Agata Feltria,RN,43.864011,12.208481
Sant'Agata sul Santerno,RA,44.433333,11.866667
Sant'Ilario d'Enza,RE,44.751914,10.471430
Santa Sofia,FC,43.950000,11.900000
Santarcangelo di R.,RN,44.063403,12.446714
Sarmato,PC,45.068995,9.495978
Sarsina,FC,43.916667,12.150000
Sasso Marconi,BO,44.400000,11.250000
Sassofeltrio,RN,43.891919,12.509181
Sassuolo,MO,44.551667,10.785556
Savignano sul Panaro,MO,44.483333,11.033333
Savignano sul Rubicone,FC,44.088056,12.393333
Scandiano,RE,44.592500,10.687778
Serramazzoni,MO,44.416667,10.800000
Sestola,MO,44.233333,10.766667
Sissa Trecasali,PR,44.945594,10.279947
Sogliano al Rubicone,FC,44.000000,12.300000
Solarolo,RA,44.366667,11.850000
Soliera,MO,44.738056,10.924546
Solignano,PR,44.616667,9.983333
Soragna,PR,44.927028,10.122167
Sorbolo Mezzani,PR,44.903583,10.468583
Spilamberto,MO,44.533333,11.016667
Talamello,RN,43.904850,12.286356
Terenzo,PR,44.610139,10.087750
Terre del Reno,FE,44.827222,11.461111
Tizzano Val Parma,PR,44.520667,10.198611
Toano,RE,44.383333,10.566667
Tornolo,PR,44.483333,9.633333
Torrile,PR,44.920861,10.326361
Traversetolo,PR,44.639944,10.381750
Travo,PC,44.866667,9.550000
Tredozio,FC,44.083333,11.750000
Tresignana,FE,44.828937,11.878917
Valmozzola,PR,44.568417,9.884972
Valsamoggia,BO,44.439824,11.059275
Varano de' Melegari,PR,44.686944,10.014167
Varsi,PR,44.662833,9.845833
Ventasso,RE,44.368830,10.269310
Vergato,BO,44.285426,11.097219
Verghereto,FC,43.806789,12.051052
Vernasca,PC,44.800000,9.833333
Verucchio,RN,43.983333,12.421500
Vetto,RE,44.483333,10.333333
Vezzano sul Crostolo,RE,44.600000,10.550000
Viano,RE,44.543729,10.621619
Vigarano Mainarda,FE,44.850000,11.500000
Vignola,MO,44.480833,11.002222
Vigolzone,PC,44.916667,9.666667
Villa Minozzo,RE,44.366667,10.450000
Villanova sull'Arda,PC,45.026005,9.997061
Voghiera,FE,44.766667,11.750000
Zerba,PC,44.665510,9.287950
Ziano Piacentino,PC,45.000000,9.400000
Zocca,MO,44.347264,10.990407
Zola Predosa,BO,44.488333,11.218056
