name,province,latitude,longitude
Castellar Guidobono,AL,44.906944,8.948889
Castellazzo Bormida,AL,44.846111,8.578333
Castellazzo Novarese,NO,45.516667,8.500000
Castellero,AT,44.924338,8.074544
Castelletto Cervo,BI,45.518232,8.240358
Castelletto d'Erro,AL,44.627222,8.394722
Castelletto d'Orba,AL,44.685556,8.705000
Castelletto Merli,AL,45.075000,8.241111
Castelletto Molina,AT,44.752222,8.434167
Castelletto Monferrato,AL,44.982222,8.565556
Castelletto sopra T.,NO,45.712169,8.642977
Castelletto Stura,CN,44.450000,7.633333
Castelletto Uzzone,CN,44.500000,8.183333
Castellinaldo d'Alba,CN,44.783333,8.033333
Castellino Tanaro,CN,44.433333,7.983333
Castello di Annone,AT,44.878889,8.318333
Castelmagno,CN,44.416667,7.216667
Castelnuovo Belbo,AT,44.803056,8.411111
Castelnuovo Bormida,AL,44.743611,8.549722
Castelnuovo Calcea,AT,44.789167,8.286111
Castelnuovo di Ceva,CN,44.350000,8.133333
Castelnuovo Don Bosco,AT,45.041667,7.964167
Castelnuovo Nigra,TO,45.438156,7.694615
Castelnuovo Scrivia,AL,44.981389,8.882222
Castelspina,AL,44.807222,8.584167
Castiglione Falletto,CN,44.623972,7.978667
Castiglione Tinella,CN,44.733333,8.183333
Castiglione Torinese,TO,45.121620,7.815946
Castino,CN,44.616667,8.183333
Cavaglià,BI,45.400000,8.083333
Cavaglietto,NO,45.600000,8.500000
Cavaglio d'Agogna,NO,45.616667,8.483333
Cavagnolo,TO,45.152137,8.051479
Cavallerleone,CN,44.733333,7.666667
Cavallermaggiore,CN,44.716667,7.683333
Cavallirio,NO,45.662222,8.395556
Cavatore,AL,44.631389,8.455278
Cavour,TO,44.785499,7.373841
Cella Monte,AL,45.075000,8.392500
Cellarengo,AT,44.865278,7.946389
Celle di Macra,CN,44.483333,7.183333
Celle Enomondo,AT,44.857778,8.124722
Cellio con Breia,VC,45.757100,8.311700
Centallo,CN,44.500000,7.583333
Ceppo Morelli,VB,45.966667,8.066667
Cerano,NO,45.400000,8.783333
Cercenasco,TO,44.861291,7.501270
Ceres,TO,45.313377,7.389688
Cereseto,AL,45.086850,8.318170
Ceresole Alba,CN,44.799742,7.822430
Ceresole Reale,TO,45.431952,7.235706
Cerreto d'Asti,AT,45.053056,8.036111
Cerreto Grue,AL,44.843611,8.931389
Cerretto Langhe,CN,44.574839,8.097940
Cerrina Monferrato,AL,45.121354,8.213832
Cerrione,BI,45.466667,8.066667
Cerro Tanaro,AT,44.874167,8.359722
Cervasca,CN,44.383333,7.466667
Cervatto,VC,45.872748,8.143588
Cervere,CN,44.633333,7.783333
Cesana Torinese,TO,44.952443,6.790673
Cesara,VB,45.833333,8.366667
Cessole,AT,44.650000,8.244722
Ceva,CN,44.383333,8.033333
Cherasco,CN,44.650000,7.866667
Chialamberto,TO,45.363669,7.341471
Chianocco,TO,45.148629,7.169445
Chiaverano,TO,45.498860,7.902619
Chieri,TO,45.013884,7.822354
Chiesanuova,TO,45.417886,7.655795
Chiomonte,TO,45.119542,6.985306
Chiusa di Pesio,CN,44.316667,7.683333
Chiusa di San Michele,TO,45.103913,7.326972
Chiusano d'Asti,AT,44.987500,8.119722
Chivasso,TO,45.190959,7.887186
Ciconio,TO,45.329915,7.759493
Cigliano,VC,45.308356,8.021025
Cigliè,CN,44.433333,7.933333
Cinaglio,AT,44.976111,8.101111
Cintano,TO,45.428556,7.688115
Cinzano,TO,45.094610,7.923964
Ciriè,TO,45.235277,7.600308
Cissone,CN,44.566667,8.033333
Cisterna d'Asti,AT,44.827222,8.001944
Civiasco,VC,45.812602,8.303847
Clavesana,CN,44.484167,7.911667
Claviere,TO,44.938799,6.750294
Coassolo Torinese,TO,45.297583,7.460458
Coazze,TO,45.052194,7.297902
Coazzolo,AT,44.729167,8.146111
Cocconato,AT,45.088889,8.040556
Coggiola,BI,45.714001,8.159857
Colazza,NO,45.790530,8.497370
Collegno,TO,45.077547,7.572426
Colleretto Castelnuovo,TO,45.422755,7.680040
Colleretto Giacosa,TO,45.431887,7.799592
Collobiano,VC,45.400000,8.350000
Comignago,NO,45.716667,8.566667
Condove,TO,45.117419,7.309455
Coniolo,AL,45.149167,8.371944
Conzano,AL,45.021389,8.455000
Corio,TO,45.313499,7.532087
Corneliano d'Alba,CN,44.733333,7.950000
Corsione,AT,45.001944,8.146389
Cortandone,AT,44.960000,8.059444
Cortanze,AT,45.015278,8.089167
Cortazzone,AT,44.980000,8.062222
Cortemilia,CN,44.575000,8.191667
Cortiglione,AT,44.824167,8.359444
Cossano Belbo,CN,44.666667,8.200000
Cossano Canavese,TO,45.387758,7.991523
Cossato,BI,45.560381,8.185153
Cossogno,VB,45.963611,8.509167
Cossombrato,AT,44.993889,8.137222
Costa Vescovato,AL,44.816430,8.926872
Costanzana,VC,45.233333,8.366667
Costigliole d'Asti,AT,44.785000,8.181944
Costigliole Saluzzo,CN,44.566667,7.483333
Cravagliana,VC,45.850000,8.200000
Cravanzana,CN,44.574833,8.126861
Craveggia,VB,46.140556,8.489722
Cremolino,AL,44.636944,8.586389
Crescentino,VC,45.205676,8.109865
Cressa,NO,45.650000,8.516667
Crevacuore,BI,45.686000,8.246700
Crevoladossola,VB,46.147500,8.296111
Crissolo,CN,44.699683,7.155110
Crodo,VB,46.223583,8.323111
Crova,VC,45.330659,8.210828
Cuceglio,TO,45.359435,7.815187
Cumiana,TO,44.979742,7.376717
Cuneo,CN,44.383333,7.550000
Cunico,AT,45.040833,8.097778
Cuorgnè,TO,45.389720,7.649817
Cureggio,NO,45.668927,8.457060
Curino,BI,45.627222,8.236111
Demonte,CN,44.316667,7.300000
Denice,AL,44.599722,8.334167
Dernice,AL,44.767500,9.051389
Desana,VC,45.266667,8.350000
Diano d'Alba,CN,44.650000,8.033333
Divignano,NO,45.666667,8.600000
Dogliani,CN,44.533333,7.950000
Domodossola,VB,46.116111,8.291111
Donato,BI,45.528200,7.907800
Dormelletto,NO,45.733333,8.566667
Dorzano,BI,45.426946,8.119398
Dronero,CN,44.466667,7.366667
Druento,TO,45.134748,7.576618
Druogno,VB,46.134722,8.433056
Dusino San Michele,AT,44.919820,7.973200
Elva,CN,44.533333,7.083333
Entracque,CN,44.242400,7.400000
Envie,CN,44.683333,7.366667
Exilles,TO,45.097383,6.929065
Fabbrica Curone,AL,44.755278,9.155000
Fara Novarese,NO,45.550000,8.466667
Farigliano,CN,44.516667,7.916667
Faule,CN,44.806240,7.585125
Favria,TO,45.331154,7.690617
Feisoglio,CN,44.550000,8.100000
Feletto,TO,45.303853,7.744719
Felizzano,AL,44.900278,8.436944
Fenestrelle,TO,45.036095,7.049562
Ferrere,AT,44.876050,7.994210
Fiano,TO,45.216871,7.522685
Fiorano Canavese,TO,45.467758,7.833718
Fobello,VC,45.889861,8.158361
Foglizzo,TO,45.271272,7.822265
Fontaneto d'Agogna,NO,45.650000,8.483333
Fontanetto Po,VC,45.200000,8.183333
Fontanile,AT,44.752950,8.421340
Formazza,VB,46.376944,8.425556
Formigliana,VC,45.433333,8.283333
Forno Canavese,TO,45.345353,7.591015
Fossano,CN,44.550000,7.733333
Frabosa Soprana,CN,44.287231,7.806969
Frabosa Sottana,CN,44.300000,7.800000
Fraconalto,AL,44.591944,8.879444
Francavilla Bisio,AL,44.735556,8.732222
Frascaro,AL,44.826449,8.532245
Frassinello Monferrato,AL,45.032778,8.388611
Frassineto Po,AL,45.134722,8.535278
Frassinetto,TO,45.437142,7.606743
Frassino,CN,44.566667,7.283333
Fresonara,AL,44.783889,8.687222
Frinco,AT,45.005000,8.173056
Front,TO,45.280852,7.663618
Frossasco,TO,44.932944,7.350218
Frugarolo,AL,44.838056,8.682500
Fubine Monferrato,AL,44.963611,8.431111
Gabiano,AL,45.157778,8.196389
Gaglianico,BI,45.532432,8.081768
Gaiola,CN,44.333333,7.400000
Galliate,NO,45.483333,8.700000
Gamalero,AL,44.810000,8.542778
Gambasca,CN,44.633333,7.350000
Garbagna,AL,44.781389,8.998889
Garbagna Novarese,NO,45.400000,8.666667
Garessio,CN,44.200000,8.016667
Gargallo,NO,45.727571,8.409192
Garzigliana,TO,44.837239,7.374420
Gassino Torinese,TO,45.127113,7.824792
Gattico-Veruno,NO,45.702046,8.529830
Gattinara,VC,45.616667,8.366667
Gavi,AL,44.688611,8.810278
Genola,CN,44.583333,7.666667
Germagnano,TO,45.263872,7.469483
Germagno,VB,45.892500,8.388333
Ghemme,NO,45.600000,8.416667
Ghiffa,VB,45.950000,8.616667
Ghislarengo,VC,45.526565,8.374462
Giaglione,TO,45.140239,7.014756
Giarole,AL,45.061389,8.567500
Giaveno,TO,45.042005,7.351994
Gifflenga,BI,45.494605,8.234635
Gignese,VB,45.866667,8.516667
Givoletto,TO,45.162248,7.496416
Gorzegno,CN,44.516667,8.133333
Gottasecca,CN,44.466667,8.166667
Govone,CN,44.800000,8.100000
Gozzano,NO,45.750000,8.433333
Graglia,BI,45.558562,7.978019
Grana Monferrato,AT,44.999167,8.300556
Granozzo con Monticello,NO,45.366667,8.566667
Gravellona Toce,VB,45.933333,8.433333
Gravere,TO,45.125342,7.017507
Grazzano Badoglio,AT,45.041389,8.311667
Greggio,VC,45.450000,8.383333
Gremiasco,AL,44.797222,9.107778
Grignasco,NO,45.683333,8.333333
Grinzane Cavour,CN,44.660975,7.996474
Grognardo,AL,44.631389,8.493611
Grondona,AL,44.697500,8.966389
Groscavallo,TO,45.368497,7.258777
Grosso,TO,45.257502,7.557907
Grugliasco,TO,45.068046,7.577620
Guardabosone,VC,45.700000,8.250000
Guarene,CN,44.739486,8.034836
Guazzora,AL,45.014722,8.852500
Gurro,VB,46.085900,8.570010
Igliano,CN,44.443600,8.012500
Incisa Scapaccino,AT,44.808889,8.376944
Ingria,TO,45.466468,7.570917
Intragna,VB,45.993889,8.572778
Inverso Pinasca,TO,44.945640,7.218414
Invorio,NO,45.750000,8.483333
Isasca,CN,44.583333,7.383333
Isola d'Asti,AT,44.834167,8.181389
Isola Sant'Antonio,AL,45.031111,8.851111
Isolabella,TO,44.906727,7.910151
Issiglio,TO,45.446934,7.752122
Ivrea,TO,45.467379,7.874797
La Cassa,TO,45.180281,7.516213
La Loggia,TO,44.957744,7.667324
La Morra,CN,44.633333,7.933333
Lagnasco,CN,44.633333,7.550000
Lamporo,VC,45.233333,8.100000
Landiona,NO,45.500000,8.416667
Lanzo Torinese,TO,45.273351,7.477411
Lauriano,TO,45.158252,7.991627
Leini,TO,45.184582,7.713271
Lemie,TO,45.228199,7.292045
Lenta,VC,45.550000,8.383333
Lequio Berria,CN,44.600000,8.100000
Lequio Tanaro,CN,44.566667,7.883333
Lerma,AL,44.636944,8.716389
Lesa,NO,45.833333,8.566667
Lesegno,CN,44.403056,7.971667
Lessolo,TO,45.478258,7.814717
Lessona,BI,45.586264,8.196444
Levice,CN,44.533333,8.150000
Levone,TO,45.318202,7.606187
Lignana,VC,45.283333,8.350000
Limone Piemonte,CN,44.200000,7.566667
Lisio,CN,44.300000,7.983333
Livorno Ferraris,VC,45.283333,8.083333
Loazzolo,AT,44.670000,8.259444
Locana,TO,45.417654,7.458814
Lombardore,TO,45.235228,7.736552
Lombriasco,TO,44.840941,7.635925
Loranzè,TO,45.441657,7.812718
Loreglia,VB,45.906923,8.368395
Lozzolo,VC,45.633333,8.316667
Lu e Cuccaro Monferrato,AL,44.997222,8.472222
Luserna San Giovanni,TO,44.815437,7.251318
Lusernetta,TO,44.803137,7.246718
Lusigliè,TO,45.318401,7.766652
Macello,TO,44.851139,7.398020
Macra,CN,44.500250,7.178320
Macugnaga,VB,45.966667,7.966667
Madonna del Sasso,VB,45.800000,8.366667
Maggiora,NO,45.683333,8.433333
Magliano Alfieri,CN,44.766667,8.066667
Magliano Alpi,CN,44.450000,7.800000
Maglione,TO,45.346657,8.013324
Magnano,BI,45.463360,8.003020
Malesco,VB,46.126667,8.500556
Malvicino,AL,44.560300,8.414200
Mandello Vitta,NO,45.500000,8.466667
Mango,CN,44.683333,8.150000
Manta,CN,44.616667,7.483333
Mappano,TO,45.148333,7.707778
Marano Ticino,NO,45.633333,8.633333
Maranzana,AT,44.761389,8.479444
Marene,CN,44.666667,7.733333
Marentino,TO,45.058032,7.874623
Maretto,AT,44.945833,8.035278
Margarita,CN,44.400000,7.683333
Marmora,CN,44.466667,7.100000
Marsaglia,CN,44.453858,7.981246
Martiniana Po,CN,44.626667,7.366389
Masera,VB,46.136667,8.326389
Masio,AL,44.869649,8.407741
Massazza,BI,45.487676,8.162539
Massello,TO,44.958515,7.056994
Masserano,BI,45.595278,8.221944
Massino Visconti,NO,45.816667,8.533333
Massiola,VB,45.912222,8.320556
Mathi,TO,45.255172,7.541984
Mattie,TO,45.118143,7.115109
Mazzè,TO,45.300255,7.932723
Meana di Susa,TO,45.122043,7.064708
Meina,NO,45.788773,8.538827
Melazzo,AL,44.645000,8.426111
Melle,CN,44.566667,7.316667
Merana,AL,44.519722,8.299167
Mercenasco,TO,45.357182,7.882359
Mergozzo,VB,45.966667,8.433333
Mezzana Mortigliengo,BI,45.625156,8.188683
Mezzenile,TO,45.295129,7.394459
Mezzomerico,NO,45.616667,8.600000
Miagliano,BI,45.618611,8.043611
Miasino,NO,45.800000,8.433333
Miazzina,VB,45.975278,8.523889
Mirabello Monferrato,AL,45.036389,8.524167
Moasca,AT,44.764444,8.279444
Moiola,CN,44.316667,7.383333
Molare,AL,44.618645,8.600550
Molino dei Torti,AL,45.025278,8.894722
Mollia,VC,45.816667,8.033333
Mombaldone,AT,44.571944,8.335833
Mombarcaro,CN,44.466667,8.083333
Mombaruzzo,AT,44.772500,8.449167
Mombasiglio,CN,44.366667,7.966667
Mombello di Torino,TO,45.045749,7.920827
Mombello Monferrato,AL,45.133889,8.251389
Mombercelli,AT,44.816944,8.295000
Momo,NO,45.583333,8.550000
Mompantero,TO,45.142043,7.064609
Momperone,AL,44.839444,9.035278
Monale,AT,44.938611,8.073611
Monastero Bormida,AT,44.649444,8.327778
Monastero di Lanzo,TO,45.301873,7.439681
Monastero di Vasco,CN,44.333333,7.816667
Monasterolo Casotto,CN,44.317661,7.940111
Monasterolo di S.,CN,44.686338,7.619528
Moncalieri,TO,45.000461,7.684754
Moncalvo,AT,45.051111,8.266389
Moncenisio,TO,45.205285,6.982500
Moncestino,AL,45.154760,8.161422
Monchiero,CN,44.566667,7.916667
Moncrivello,VC,45.316667,7.983333
Moncucco Torinese,AT,45.069167,7.933611
Mondovì,CN,44.383333,7.816667
Monesiglio,CN,44.466667,8.116667
Monforte d'Alba,CN,44.583333,7.966667
Mongardino,AT,44.848056,8.215000
Mongiardino Ligure,AL,44.640000,9.061667
Mongrando,BI,45.516667,8.000000
Monleale,AL,44.883333,8.966667
Montà,CN,44.814740,7.954770
Montabone,AT,44.699722,8.391667
Montacuto,AL,44.766450,9.104960
Montafia,AT,44.990278,8.025833
Montaldeo,AL,44.668056,8.731111
Montaldo Bormida,AL,44.683611,8.588889
Montaldo di Mondovì,CN,44.316667,7.866667
Montaldo Roero,CN,44.766667,7.916667
Montaldo Scarampi,AT,44.831389,8.260000
Montaldo Torinese,TO,45.065487,7.849601
Montalenghe,TO,45.337455,7.838820
Montalto Dora,TO,45.490759,7.862818
Montanaro,TO,45.233553,7.853323
Montanera,CN,44.466667,7.666667
Montecastello,AL,44.949452,8.685741
Montechiaro d'Acqui,AL,44.595278,8.379722
Montechiaro d'Asti,AT,45.008333,8.112500
Montecrestese,VB,46.149722,8.320278
Montegioco,AL,44.838611,8.956111
Montegrosso d'Asti,AT,44.821667,8.238611
Montelupo Albese,CN,44.616667,8.050000
Montemagno Monferrato,AT,44.983889,8.326389
Montemale di Cuneo,CN,44.433333,7.383333
Montemarzino,AL,44.849167,8.994722
Monterosso Grana,CN,44.416667,7.316667
Montescheno,VB,46.066667,8.233333
Monteu da Po,TO,45.150900,8.016847
Monteu Roero,CN,44.783333,7.933333
Montezemolo,CN,44.383333,8.133333
Monticello d'Alba,CN,44.716667,7.950000
Montiglio Monferrato,AT,45.066111,8.098333
Morano sul Po,AL,45.168333,8.367222
Moransengo-Tonengo,AT,45.117240,8.002500
Morbello,AL,44.606111,8.511667
Moretta,CN,44.761370,7.536320
Moriondo Torinese,TO,45.037649,7.940028
Mornese,AL,44.640278,8.757222
Morozzo,CN,44.428980,7.683807
Morsasco,AL,44.666667,8.551944
Motta de' Conti,VC,45.193343,8.520934
Mottalciata,BI,45.505000,8.206700
Murazzano,CN,44.473333,8.019444
Murello,CN,44.753056,7.601944
Murisengo Monferrato,AL,45.082778,8.136111
Muzzano,BI,45.561700,7.990000
Narzole,CN,44.600000,7.866667
Nebbiuno,NO,45.800000,8.533333
Neive,CN,44.716667,8.116667
Netro,BI,45.537500,7.947222
Neviglie,CN,44.683333,8.116667
Nibbiola,NO,45.366667,8.666667
Nichelino,TO,44.995518,7.646618
Niella Belbo,CN,44.516667,8.083333
Niella Tanaro,CN,44.416667,7.916667
Nizza Monferrato,AT,44.774722,8.355000
Noasca,TO,45.453972,7.314554
Nole,TO,45.243941,7.572993
Nomaglio,TO,45.536160,7.860317
None,TO,44.933143,7.540121
Nonio,VB,45.846111,8.377500
Nova,NO,45.441423,8.625215
Novalesa,TO,45.189640,7.015498
Novello,CN,44.583333,7.933333
Novi Ligure,AL,44.759167,8.785556
Nucetto,CN,44.341300,8.061389
