name,province,latitude,longitude
Allein,AO,45.807839,7.272512
Antey-Saint-André,AO,45.800000,7.600000
Aosta,AO,45.737222,7.320556
Arnad,AO,45.644300,7.722200
Arvier,AO,45.703056,7.166667
Avise,AO,45.708700,7.140500
Ayas,AO,45.862633,7.731892
Aymavilles,AO,45.701200,7.240300
Bard,AO,45.616667,7.750000
Bionaz,AO,45.910527,7.497063
Brissogne,AO,45.728520,7.406663
Brusson,AO,45.766667,7.733333
Challand-Saint-Anselme,AO,45.716667,7.733333
Challand-Saint-Victor,AO,45.683333,7.700000
Chambave,AO,45.744526,7.549854
Chamois,AO,45.833333,7.616667
Champdepraz,AO,45.683333,7.650000
Champorcher,AO,45.616667,7.616667
Charvensod,AO,45.716667,7.316667
Châtillon,AO,45.750000,7.616667
Cogne,AO,45.734904,7.332976
Courmayeur,AO,45.783333,6.966667
Donnas,AO,45.600000,7.766667
Doues,AO,45.816667,7.300000
Emarèse,AO,45.716667,7.700000
Etroubles,AO,45.821500,7.230400
Fénis,AO,45.736013,7.494370
Fontainemore,AO,45.650000,7.866667
Gaby,AO,45.704444,7.883889
Gignod,AO,45.783333,7.300000
Gressan,AO,45.716667,7.283333
Gressoney-La-Trinité,AO,45.833333,7.833333
Gressoney-Saint-Jean,AO,45.783333,7.816667
Hône,AO,45.616667,7.733333
Introd,AO,45.689967,7.187622
Issime,AO,45.683333,7.850000
Issogne,AO,45.650000,7.683333
Jovençan,AO,45.715556,7.273611
La Magdeleine,AO,45.816667,7.616667
La Salle,AO,45.746917,7.072667
La Thuile,AO,45.716000,6.950000
Lillianes,AO,45.633333,7.850000
Montjovet,AO,45.700000,7.683333
Morgex,AO,45.750000,7.033333
Nus,AO,45.807232,7.487912
Ollomont,AO,45.850000,7.316667
Oyace,AO,45.850000,7.383333
Perloz,AO,45.616667,7.816667
Pollein,AO,45.728000,7.357000
Pont-Saint-Martin,AO,45.600000,7.800000
Pontboset,AO,45.607614,7.686379
Pontey,AO,45.733333,7.583333
Pré-Saint-Didier,AO,45.763889,6.985833
Quart,AO,45.740958,7.414362
Rhêmes-Notre-Dame,AO,45.568883,7.118171
Rhêmes-Saint-Georges,AO,45.654901,7.155412
Roisan,AO,45.783333,7.316667
Saint-Christophe,AO,45.750000,7.350000
Saint-Denis,AO,45.750000,7.550000
Saint-Marcel,AO,45.731460,7.448200
Saint-Nicolas,AO,45.716667,7.166667
Saint-Oyen,AO,45.816667,7.216667
Saint-Pierre,AO,45.710000,7.226000
Saint-Rhémy-en-Bosses,AO,45.823744,7.182189
Saint-Vincent,AO,45.750000,7.650000
Sarre,AO,45.722389,7.272578
Torgnon,AO,45.801628,7.570307
Valgrisenche,AO,45.631169,7.064741
Valpelline,AO,45.833333,7.333333
Valsavarenche,AO,45.562003,7.226291
Valtournenche,AO,45.876979,7.622792
Verrayes,AO,45.766667,7.533333
Verrès,AO,45.666560,7.689110
Villeneuve,AO,45.702436,7.207592
