name,province,latitude,longitude
Abbateggio,PE,42.233333,14.016667
Acciano,AQ,42.176770,13.717830
Aielli,AQ,42.081460,13.591130
Alanno,PE,42.300000,13.966667
Alfedena,AQ,41.735450,14.035000
Altino,CH,42.100000,14.333333
Anversa degli Abruzzi,AQ,41.994722,13.804722
Archi,CH,42.083333,14.383333
Ari,CH,42.300000,14.266667
Arielli,CH,42.266667,14.300000
Ateleta,AQ,41.854571,14.199007
Atessa,CH,42.066667,14.450000
Avezzano,AQ,42.030975,13.426372
Balsorano,AQ,41.809820,13.559800
Barete,AQ,42.451389,13.283056
Barisciano,AQ,42.325278,13.593333
Barrea,AQ,41.756944,13.993333
Bisegna,AQ,41.922222,13.758611
Bolognano,PE,42.211766,13.951548
Bomba,CH,42.033333,14.366667
Borrello,CH,41.916667,14.300000
Brittoli,PE,42.317049,13.861441
Bucchianico,CH,42.304361,14.180561
Bugnara,AQ,42.024722,13.862222
Bussi sul Tirino,PE,42.216667,13.816667
Cagnano Amiterno,AQ,42.458333,13.228889
Calascio,AQ,42.327500,13.698056
Campo di Giove,AQ,42.011111,14.040278
Campotosto,AQ,42.558840,13.367990
Canistro,AQ,41.941667,13.413333
Canosa Sannita,CH,42.300000,14.300000
Cansano,AQ,42.005278,14.012778
Capestrano,AQ,42.269444,13.766667
Capistrello,AQ,41.973611,13.400000
Capitignano,AQ,42.520410,13.301220
Caporciano,AQ,42.251667,13.673889
Cappadocia,AQ,42.007500,13.280833
Cappelle sul Tavo,PE,42.466667,14.100000
Caramanico Terme,PE,42.150000,14.016667
Carapelle Calvisio,AQ,42.300278,13.685556
Carpineto della Nora,PE,42.333333,13.866667
Carpineto Sinello,CH,42.016667,14.500000
Carsoli,AQ,42.098820,13.088560
Carunchio,CH,41.916667,14.533333
Casacanditella,CH,42.247506,14.199931
Casalanguida,CH,42.033333,14.500000
Casalbordino,CH,42.150000,14.583333
Casalincontrada,CH,42.300000,14.133333
Casoli,CH,42.115114,14.290606
Castel del Monte,AQ,42.365440,13.725920
Castel di Ieri,AQ,42.116111,13.743611
Castel di Sangro,AQ,41.784222,14.108524
Castel Frentano,CH,42.200000,14.350000
Castelguidone,CH,41.816667,14.516667
Castellafiume,AQ,41.990000,13.335278
Castelvecchio Calvisio,AQ,42.312222,13.688056
Castelvecchio Subequo,AQ,42.131111,13.728611
Castiglione a Casauria,PE,42.236944,13.898333
Castiglione Messer M.,CH,41.868970,14.456816
Catignano,PE,42.350000,13.950000
Celano,AQ,42.084306,13.547750
Celenza sul Trigno,CH,41.866667,14.566667
Cepagatti,PE,42.365833,14.076667
Cerchio,AQ,42.061944,13.602500
Chieti,CH,42.351114,14.167428
Città Sant'Angelo,PE,42.516667,14.050000
Civita d'Antino,AQ,41.886667,13.472500
Civitaluparella,CH,41.950000,14.300000
Civitaquana,PE,42.344720,13.918721
Civitella Alfedena,AQ,41.766389,13.943611
Civitella Casanova,PE,42.366667,13.883333
Civitella Messer R.,CH,42.088741,14.217162
Civitella Roveto,AQ,41.916944,13.427778
Cocullo,AQ,42.033889,13.775833
Collarmele,AQ,42.060000,13.626667
Collecorvino,PE,42.466667,14.016667
Colledimacine,CH,42.000000,14.200000
Colledimezzo,CH,41.983333,14.383333
Collelongo,AQ,41.887778,13.585833
Collepietro,AQ,42.222778,13.780278
Corfinio,AQ,42.124722,13.842500
Corvara,PE,42.275171,13.873535
Crecchio,CH,42.296667,14.326111
Cugnoli,PE,42.308333,13.933111
Cupello,CH,42.066667,14.666667
Dogliola,CH,41.950000,14.633333
Elice,PE,42.516667,13.966667
Fagnano Alto,AQ,42.254444,13.575278
Fallo,CH,41.950052,14.324687
Fara Filiorum Petri,CH,42.248333,14.185833
Fara San Martino,CH,42.091000,14.206200
Farindola,PE,42.441795,13.822382
Filetto,CH,42.229310,14.245010
Fontecchio,AQ,42.230556,13.606667
Fossa,AQ,42.292730,13.487790
Fossacesia,CH,42.250000,14.483333
Fraine,CH,41.906570,14.487200
Francavilla al Mare,CH,42.418058,14.291908
Fresagrandinaria,CH,41.983333,14.666667
Frisa,CH,42.266667,14.366667
Furci,CH,42.032844,14.612738
Gagliano Aterno,AQ,42.127500,13.700833
Gamberale,CH,41.900000,14.216667
Gessopalena,CH,42.050000,14.266667
Gioia dei Marsi,AQ,41.958889,13.690833
Gissi,CH,42.016667,14.550000
Giuliano Teatino,CH,42.300000,14.283333
Goriano Sicoli,AQ,42.081667,13.775833
Guardiagrele,CH,42.189222,14.221592
Guilmi,CH,42.000000,14.483333
Introdacqua,AQ,42.008333,13.899167
l'Aquila,AQ,42.354008,13.391992
Lama dei Peligni,CH,42.050000,14.183333
Lanciano,CH,42.231211,14.390469
Lecce nei Marsi,AQ,41.934722,13.687778
Lentella,CH,42.000000,14.683333
Lettomanoppello,PE,42.233333,14.033333
Lettopalena,CH,42.000000,14.166667
Liscia,CH,41.955240,14.555320
Loreto Aprutino,PE,42.434722,13.983611
Luco dei Marsi,AQ,41.961311,13.468508
Lucoli,AQ,42.291944,13.338889
Magliano de' Marsi,AQ,42.092500,13.364722
Manoppello,PE,42.257778,14.059722
Massa d'Albe,AQ,42.108333,13.395278
Miglianico,CH,42.359383,14.292522
Molina Aterno,AQ,42.150000,13.736389
Montazzoli,CH,41.950000,14.433333
Montebello di Bertona,PE,42.416667,13.866667
Montebello sul Sangro,CH,41.983333,14.333333
Monteferrante,CH,41.950000,14.383333
Montelapiano,CH,41.967982,14.326558
Montenerodomo,CH,41.983333,14.250000
Monteodorisio,CH,42.083333,14.650000
Montereale,AQ,42.522778,13.248611
Montesilvano,PE,42.511850,14.137290
Morino,AQ,41.865278,13.457778
Moscufo,PE,42.433333,14.050000
Mozzagrogna,CH,42.211389,14.445833
Navelli,AQ,42.237210,13.729610
Nocciano,PE,42.333333,13.983333
Ocre,AQ,42.286160,13.475180
Ofena,AQ,42.326667,13.759722
Opi,AQ,41.777778,13.830000
